,id,age,detailed industry recode,detailed occupation recode,education,wage per hour,marital stat,race,hispanic origin,sex,full or part time employment stat,capital gains,capital losses,dividends from stocks,tax filer stat,detailed household and family stat,detailed household summary in household,num persons worked for employer,citizenship,own business or self employed,veterans benefits,weeks worked in year,year,y
261,261,51,2,43,10,0,1,3,5,0,5,0,0,0,2,32,7,0,4,0,2,0,95,-50000
262,262,41,4,39,5,5,5,3,5,1,0,0,0,0,3,1,4,4,4,0,2,32,94, 50000+.
263,263,74,0,0,9,0,3,3,5,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
264,264,42,4,34,10,0,1,3,5,1,0,0,0,0,2,3,4,2,4,0,2,52,94,-50000
265,265,12,0,0,3,0,0,3,4,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
266,266,40,43,10,0,0,1,3,5,0,0,0,0,0,2,32,7,4,4,0,2,48,94, 50000+.
267,267,34,42,8,12,0,0,3,5,0,5,3325,0,0,3,1,4,5,4,0,2,52,95,-50000
268,268,24,38,33,10,0,1,3,5,1,0,0,0,0,2,3,4,1,4,0,2,52,94,-50000
269,269,33,33,19,7,0,4,3,5,0,5,27828,0,3000,3,1,4,6,4,0,2,52,95, 50000+.
270,270,16,0,0,6,0,0,0,1,1,4,0,0,0,5,22,0,0,4,0,2,0,95,-50000
271,271,35,43,26,10,274,1,3,5,0,0,0,0,0,2,32,7,4,4,2,2,37,94,-50000
272,272,54,47,12,7,0,1,3,7,1,5,7298,0,325,2,3,4,6,4,0,2,52,95,-50000
273,273,27,30,26,10,0,0,3,5,0,0,2202,0,0,3,1,4,6,4,0,2,52,94,-50000
274,274,42,3,6,0,0,0,3,5,1,2,10520,0,200,3,1,4,6,4,0,2,52,95, 50000+.
275,275,22,0,0,6,0,0,3,1,0,4,0,0,0,5,16,3,1,1,0,2,5,95,-50000
276,276,35,4,40,10,0,1,3,5,1,0,0,0,0,2,3,4,4,4,1,2,33,94,-50000
277,277,26,0,0,2,0,1,3,5,1,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
278,278,41,33,35,16,0,1,3,5,1,5,15024,0,0,2,3,4,3,4,2,2,48,95, 50000+.
279,279,0,0,0,3,0,0,3,7,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
280,280,47,0,0,6,0,1,3,5,0,4,0,0,0,2,32,7,1,4,2,2,19,95,-50000
281,281,10,0,0,3,0,0,3,0,0,0,0,0,0,5,22,0,0,1,0,0,0,94,-50000
282,282,57,0,0,7,0,1,3,5,1,4,0,0,0,2,3,4,3,4,1,2,12,95, 50000+.
283,283,25,33,26,1,0,0,3,5,0,0,0,0,0,3,14,6,4,4,2,2,45,94,-50000
284,284,34,47,28,7,0,1,3,5,1,0,0,0,48,2,3,4,3,4,2,2,51,94,-50000
285,285,48,24,2,1,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95, 50000+.
286,286,4,0,0,3,0,0,3,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
287,287,38,4,42,13,0,1,3,1,1,5,0,0,0,2,3,4,3,1,0,2,25,95,-50000
288,288,28,37,12,12,0,1,3,3,0,0,0,0,0,2,32,7,0,3,0,2,0,94,-50000
289,289,53,39,4,7,0,1,3,5,1,2,0,0,410,2,3,4,6,4,0,2,52,95, 50000+.
290,290,36,0,0,7,0,5,3,5,1,0,0,0,0,5,1,4,0,4,0,2,0,94,-50000
291,291,58,33,31,10,0,1,3,5,1,0,0,0,400,2,32,7,6,4,0,2,17,94,-50000
292,292,33,33,12,16,0,4,2,5,0,5,0,0,0,1,3,4,1,4,0,2,52,95,-50000
293,293,59,4,34,15,0,1,3,5,1,0,0,0,0,2,3,4,1,4,0,2,52,94,-50000
294,294,68,35,16,10,0,1,3,5,0,0,0,0,138,0,32,7,2,4,0,2,52,94,-50000
295,295,19,4,34,6,0,1,3,0,1,0,0,0,0,2,3,4,3,4,0,2,26,94,-50000
296,296,36,4,33,7,0,1,3,5,1,0,0,0,0,2,3,4,3,4,0,2,52,94, 50000+.
297,297,38,13,37,10,445,1,4,5,0,5,0,0,0,2,32,7,4,3,0,2,52,95,-50000
298,298,44,32,18,7,0,1,3,5,1,5,0,0,0,2,3,4,5,4,0,2,52,95,-50000
299,299,41,4,2,7,0,0,3,5,1,5,2354,0,0,3,5,5,1,4,0,2,52,95,-50000
300,300,44,12,34,10,750,1,3,0,1,0,0,0,0,2,3,4,6,4,0,2,52,94, 50000+.
301,301,33,33,29,10,18,6,3,5,0,0,0,0,0,3,16,3,6,3,0,2,52,94,-50000
302,302,40,45,3,0,0,1,3,5,0,5,0,0,5000,2,3,4,1,4,0,2,52,95, 50000+.
303,303,22,29,41,7,274,0,2,5,1,0,1055,0,0,3,14,6,5,4,0,2,25,94,-50000
304,304,54,45,2,10,0,1,3,5,1,0,0,0,0,2,3,4,1,4,0,2,52,94,-50000
305,305,24,33,19,10,0,0,1,5,1,5,0,0,0,1,3,4,3,4,0,2,26,95,-50000
306,306,71,0,0,10,0,1,3,5,0,4,0,0,119,0,3,4,0,3,0,2,0,95,-50000
307,307,43,43,10,0,0,1,3,5,0,5,0,0,0,2,32,7,6,4,2,2,52,95,-50000
308,308,31,43,10,1,0,1,3,5,0,0,0,0,350,2,32,7,3,4,0,2,42,94,-50000
309,309,64,0,0,10,0,4,3,5,0,0,0,0,0,5,1,4,0,4,0,2,0,94,-50000
310,310,51,0,0,10,0,1,3,5,0,0,0,0,0,2,3,4,2,4,0,2,3,94,-50000
311,311,41,2,43,1,0,1,3,5,1,0,0,0,0,2,3,4,1,4,2,2,52,94, 50000+.
312,312,1,0,0,3,0,0,1,5,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
313,313,39,38,35,10,0,1,3,4,1,0,0,0,0,2,32,7,1,3,0,2,26,94,-50000
314,314,72,0,0,8,0,1,3,5,1,4,0,0,0,5,3,4,0,4,0,1,0,95,-50000
315,315,67,0,0,9,0,1,3,5,0,4,0,0,0,0,32,7,0,1,0,2,0,95,-50000
316,316,42,43,29,10,0,1,3,5,0,5,0,0,0,2,3,4,6,4,0,2,10,95,-50000
317,317,32,0,0,10,0,5,3,5,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
318,318,43,0,0,7,0,0,1,5,0,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
319,319,68,43,2,11,0,1,3,0,1,0,0,0,0,0,32,7,4,4,0,2,52,94,-50000
320,320,59,0,0,10,0,1,4,5,0,0,0,0,0,5,32,7,0,3,0,2,0,94,-50000
321,321,45,48,7,1,0,1,3,5,1,2,0,0,0,2,32,7,1,4,0,2,52,95, 50000+.
322,322,2,0,0,3,0,0,3,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
323,323,74,0,0,10,0,1,3,5,1,4,0,0,25,0,3,4,0,4,0,2,0,95,-50000
324,324,16,0,0,15,0,0,3,5,1,0,0,0,0,5,22,0,1,4,0,2,8,94,-50000
325,325,45,43,9,11,0,1,3,5,1,0,0,0,0,2,3,4,4,4,2,2,52,94, 50000+.
326,326,42,0,0,7,0,1,3,5,0,4,0,0,0,5,8,5,0,3,0,2,0,95,-50000
327,327,43,33,29,10,0,1,3,5,0,6,0,0,0,2,32,7,0,4,0,2,0,95,-50000
328,328,78,0,0,7,0,1,3,5,1,4,0,0,235,0,3,4,0,4,0,2,0,95,-50000
329,329,55,49,1,1,0,1,3,5,1,2,0,0,1250,2,3,4,6,4,0,2,52,95, 50000+.
330,330,45,43,15,1,0,6,1,5,0,5,2977,0,0,1,3,4,6,4,0,2,52,95,-50000
331,331,55,50,5,0,0,5,3,5,1,5,0,0,1200,3,1,4,6,4,0,2,52,95, 50000+.
332,332,25,24,36,10,0,0,1,5,1,0,0,0,0,3,1,4,5,4,2,2,52,94,-50000
333,333,45,29,25,0,695,5,3,5,0,5,0,2444,0,3,1,4,6,4,0,2,52,95, 50000+.
334,334,24,34,26,1,0,0,3,3,0,5,0,0,0,3,1,4,6,4,0,2,39,95,-50000
335,335,30,42,8,1,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
336,336,69,4,1,10,0,1,3,5,1,0,0,0,0,0,3,4,4,4,0,2,52,94,-50000
337,337,25,49,12,7,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,40,94,-50000
338,338,9,0,0,3,0,0,3,0,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
339,339,22,33,29,10,0,0,0,3,1,0,0,0,0,1,3,4,2,1,0,2,48,94,-50000
340,340,31,34,23,10,0,1,3,5,0,6,0,0,0,2,32,7,6,4,0,2,52,95,-50000
341,341,25,21,36,10,0,1,3,5,1,0,0,0,0,2,3,4,6,4,2,2,52,94,-50000
342,342,27,45,12,1,0,1,3,5,1,5,0,0,0,2,3,4,2,4,0,2,46,95,-50000
343,343,43,0,0,5,0,0,1,5,1,4,0,0,0,5,5,5,0,4,0,2,0,95,-50000
344,344,33,38,33,10,0,0,3,5,1,0,0,1876,0,3,14,6,1,4,0,2,50,94,-50000
345,345,54,29,2,12,0,1,3,5,1,5,0,0,250,2,3,4,6,4,0,1,50,95, 50000+.
346,346,24,38,33,10,0,0,1,5,1,5,0,0,0,5,5,5,1,4,0,2,25,95,-50000
347,347,35,0,0,7,0,5,3,5,0,0,0,0,0,1,3,4,1,4,0,2,15,94,-50000
348,348,78,0,0,14,0,1,3,5,0,4,0,0,0,5,3,4,0,3,0,2,0,95,-50000
349,349,67,0,0,9,0,1,3,5,1,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
350,350,31,34,3,1,0,1,4,5,1,0,0,0,3500,2,32,7,6,0,0,2,52,94, 50000+.
351,351,20,44,10,7,0,1,3,5,0,5,0,0,0,2,32,7,3,4,0,2,30,95,-50000
352,352,34,39,29,10,0,1,3,5,0,5,3464,0,0,2,3,4,5,4,0,2,52,95,-50000
353,353,62,0,0,9,0,1,3,3,1,0,0,0,0,5,8,5,0,1,0,2,0,94,-50000
354,354,33,35,26,1,0,0,3,5,0,0,0,0,0,3,14,6,6,4,2,2,6,94,-50000
355,355,49,34,2,1,0,5,1,5,0,0,27828,0,1800,3,1,4,6,4,0,2,52,94, 50000+.
356,356,6,0,0,3,0,0,1,5,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
357,357,26,34,12,1,0,0,1,5,1,1,0,0,0,5,14,6,0,4,0,2,0,95,-50000
358,358,41,33,19,10,0,1,3,5,1,5,0,0,0,2,32,7,2,4,2,2,52,95,-50000
359,359,43,0,0,10,0,5,3,5,1,0,0,0,0,5,1,4,0,1,0,2,0,94,-50000
360,360,35,36,12,7,0,0,4,5,0,1,0,0,0,3,1,4,0,1,0,2,0,95,-50000
361,361,73,32,16,7,0,1,3,5,1,5,0,2174,1367,0,3,4,1,4,2,2,50,95, 50000+.
362,362,59,7,36,10,0,1,3,5,1,1,0,0,8,2,3,4,6,4,0,2,1,95,-50000
363,363,25,37,23,1,0,0,3,5,0,5,0,0,0,3,1,4,6,4,2,2,50,95,-50000
364,364,33,41,31,9,0,3,3,1,0,2,0,0,0,1,6,3,6,1,0,2,52,95,-50000
365,365,46,34,26,10,0,1,3,5,0,0,0,0,0,2,32,7,3,4,0,2,52,94,-50000
366,366,30,33,19,12,0,1,3,5,1,5,0,0,0,2,3,4,2,4,0,2,42,95,-50000
367,367,34,47,11,4,0,0,3,5,0,5,0,0,0,3,1,4,6,4,0,2,52,95, 50000+.
368,368,22,45,23,7,0,0,4,5,0,2,0,0,0,1,3,4,1,4,0,2,38,95,-50000
369,369,34,39,31,15,0,1,3,5,0,1,0,0,0,2,3,4,0,4,0,2,0,95,-50000
370,370,37,27,36,10,0,1,3,5,0,5,0,0,0,2,32,7,1,4,0,2,52,95,-50000
371,371,15,0,0,6,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,2,0,94,-50000
372,372,38,33,33,7,0,1,3,5,1,5,0,0,100,2,32,7,4,4,0,2,52,95, 50000+.
373,373,33,45,32,12,0,1,3,5,0,0,0,0,0,2,32,7,4,4,1,2,45,94,-50000
374,374,33,43,8,16,301,1,3,5,0,0,0,0,4000,2,32,7,1,4,2,2,52,94,-50000
375,375,81,0,0,15,0,0,1,5,1,0,0,0,0,5,1,4,0,4,0,1,0,94,-50000
376,376,27,13,35,1,171,1,3,5,1,0,0,0,0,2,3,4,2,4,2,2,52,94, 50000+.
377,377,18,0,0,2,0,0,3,5,1,0,0,0,0,5,14,6,1,4,0,2,8,94,-50000
378,378,23,39,38,10,0,1,3,8,1,5,0,0,0,2,25,5,4,4,0,2,52,95,-50000
379,379,41,42,13,12,0,3,3,7,0,5,0,0,0,1,3,4,1,4,0,2,52,95,-50000
380,380,39,23,42,6,0,5,3,5,1,0,0,0,0,3,16,3,6,4,0,2,52,94,-50000
381,381,47,42,7,4,0,1,3,5,1,5,0,0,75,2,3,4,2,4,0,2,52,95, 50000+.
382,382,39,19,2,10,0,1,1,5,1,0,7688,0,0,2,3,4,6,4,0,2,52,94,-50000
383,383,22,0,0,7,0,1,3,5,0,4,0,0,0,2,32,7,0,4,0,2,0,95,-50000
384,384,16,33,41,2,147,0,3,5,1,5,0,0,0,3,22,0,6,4,0,2,40,95,-50000
385,385,30,0,0,7,0,2,0,7,0,0,0,0,0,2,32,7,4,2,0,2,35,94,-50000
386,386,48,15,42,10,209,1,3,5,1,0,0,0,0,2,3,4,6,4,1,2,52,94,-50000
387,387,17,2,43,14,0,0,3,5,1,5,0,0,0,3,22,0,1,4,0,2,52,95,-50000
388,388,54,33,2,10,0,1,3,5,0,5,0,0,0,2,32,7,2,4,0,2,52,95,-50000
389,389,85,0,0,9,0,4,3,5,0,0,0,0,0,5,1,4,0,4,0,1,0,94,-50000
390,390,68,0,0,10,0,4,3,5,0,0,0,0,4500,3,1,4,0,4,0,2,0,94,-50000
391,391,50,39,22,7,0,5,3,5,0,2,0,0,0,3,1,4,6,4,0,2,52,95,-50000
392,392,19,33,41,10,0,0,3,5,1,0,0,0,0,3,14,6,2,4,0,2,52,94,-50000
393,393,24,33,19,7,0,0,1,5,0,1,7430,0,0,1,3,4,4,4,0,2,40,95, 50000+.
394,394,37,43,2,0,0,1,3,5,0,0,0,0,0,2,10,6,2,0,0,2,25,94,-50000
395,395,26,31,34,10,0,1,3,5,1,0,0,0,0,2,3,4,4,4,0,2,52,94,-50000
396,396,23,33,19,10,0,0,1,5,0,0,0,0,0,3,5,5,1,1,0,2,52,94,-50000
397,397,47,33,3,1,0,1,3,5,1,5,0,0,0,2,3,4,3,4,0,2,52,95,-50000
398,398,61,32,18,10,0,1,3,5,1,0,0,0,0,2,3,4,3,4,0,2,52,94,-50000
399,399,43,4,40,1,0,1,3,5,1,0,0,0,1000,2,3,4,1,4,0,2,52,94,-50000
400,400,47,50,12,7,0,1,3,5,1,5,0,0,0,2,32,7,6,4,0,2,52,95, 50000+.
401,401,26,0,0,7,0,0,3,5,1,0,0,0,0,5,14,6,1,1,0,2,4,94,-50000
402,402,47,0,0,9,0,6,3,7,0,4,0,0,0,5,3,4,0,2,0,2,0,95,-50000
403,403,35,36,27,9,0,0,3,3,0,0,0,0,0,5,5,5,1,1,0,2,10,94,-50000
404,404,42,41,22,10,0,1,3,6,0,5,0,0,1500,2,32,7,2,1,1,2,51,95, 50000+.
405,405,36,24,23,10,0,0,3,5,0,0,3325,0,0,3,1,4,2,4,0,2,52,94,-50000
406,406,24,41,23,1,0,0,3,5,0,5,0,0,0,3,16,3,6,4,0,2,52,95,-50000
407,407,82,0,0,6,0,1,3,5,1,0,1409,0,0,0,3,4,0,4,0,2,0,94,-50000
408,408,31,29,41,10,598,5,3,5,1,5,0,1408,0,3,1,4,6,4,2,1,52,95, 50000+.
409,409,75,0,0,15,0,1,3,5,1,4,1424,0,0,0,3,4,0,4,0,2,0,95,-50000
410,410,78,0,0,10,0,1,3,5,1,4,0,0,0,5,3,4,0,3,0,2,0,95,-50000
411,411,9,0,0,3,0,0,3,3,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
412,412,26,43,12,1,445,0,3,5,1,2,0,0,0,3,16,3,6,4,0,2,52,95,-50000
413,413,56,0,0,8,0,1,3,1,0,1,0,0,0,2,32,7,0,1,0,2,0,95,-50000
414,414,51,0,0,2,0,1,3,5,0,4,0,0,0,5,32,7,0,4,0,2,0,95,-50000
415,415,66,0,0,0,0,1,3,5,1,0,0,2377,9191,4,3,4,0,4,0,2,0,94, 50000+.
416,416,28,0,0,7,0,1,3,5,0,0,0,0,0,2,32,7,1,4,0,2,45,94,-50000
417,417,19,0,0,7,0,0,3,5,1,4,0,0,0,5,14,6,6,4,0,2,4,95,-50000
418,418,70,0,0,10,0,1,1,5,1,4,0,0,0,4,3,4,0,4,0,2,0,95,-50000
419,419,32,42,30,10,0,1,3,5,0,5,0,0,0,2,32,7,1,4,0,2,30,95,-50000
420,420,47,0,0,8,0,5,3,0,0,4,0,0,0,5,19,6,0,4,0,2,0,95,-50000
421,421,54,0,0,10,0,1,4,5,1,4,0,0,0,5,3,4,0,1,0,2,0,95, 50000+.
422,422,25,43,10,1,0,0,3,5,1,5,0,0,0,3,14,6,1,4,0,2,52,95,-50000
423,423,47,47,26,10,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,52,95,-50000
424,424,2,0,0,3,0,0,3,3,1,0,0,0,0,5,18,5,0,4,0,0,0,94,-50000
425,425,50,33,16,11,0,1,3,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95, 50000+.
426,426,18,33,19,5,103,0,1,5,0,0,0,0,0,3,14,6,6,4,0,2,52,94,-50000
427,427,34,4,33,12,0,1,3,5,1,0,0,0,25,2,32,7,2,4,0,2,52,94,-50000
428,428,11,0,0,3,0,0,3,7,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
429,429,47,41,2,1,0,1,3,5,1,0,0,0,0,2,32,7,3,4,0,2,52,94, 50000+.
430,430,32,34,26,7,0,5,3,5,0,5,0,0,0,1,3,4,3,4,0,2,52,95,-50000
431,431,3,0,0,3,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
432,432,40,43,29,10,0,1,3,5,0,5,0,0,154,2,32,7,6,4,0,2,40,95,-50000
433,433,46,50,11,4,0,6,3,5,0,0,0,0,1000,1,3,4,6,3,0,2,52,94, 50000+.
434,434,48,25,42,2,0,1,3,3,0,5,0,0,0,2,32,7,6,3,0,2,52,95,-50000
435,435,83,0,0,10,0,4,3,5,0,0,0,0,8,3,1,4,0,4,0,2,0,94,-50000
436,436,31,41,8,16,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,30,95,-50000
437,437,73,0,0,10,0,4,3,5,0,0,0,0,0,3,1,4,0,4,0,2,0,94,-50000
438,438,45,12,35,7,0,1,3,5,0,0,0,0,100,2,32,7,6,4,0,2,12,94, 50000+.
439,439,56,0,0,7,0,1,3,5,0,4,0,0,0,4,32,7,0,4,0,2,0,95,-50000
440,440,86,0,0,1,0,4,3,5,0,0,0,0,0,5,31,5,0,4,0,2,0,94,-50000
441,441,30,36,27,14,0,1,3,1,0,1,0,0,0,2,32,7,0,1,0,2,0,95,-50000
442,442,34,11,2,1,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95, 50000+.
443,443,31,45,23,7,147,5,3,1,0,5,0,0,0,1,3,4,4,1,0,2,52,95,-50000
444,444,41,50,23,10,0,1,1,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
445,445,26,0,0,2,0,1,1,5,1,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
446,446,44,45,12,0,0,0,3,5,1,5,0,0,100,3,1,4,2,4,0,2,52,95, 50000+.
447,447,35,39,12,10,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
448,448,3,0,0,3,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
449,449,32,32,2,10,0,1,3,0,1,5,0,0,0,2,3,4,2,1,0,2,52,95,-50000
450,450,59,0,0,6,0,1,3,5,0,4,0,0,0,2,32,7,0,3,0,2,0,95,-50000
451,451,46,45,2,0,0,1,3,5,1,5,0,0,0,2,32,7,6,4,0,2,52,95, 50000+.
452,452,28,48,30,10,0,0,3,5,0,1,0,0,0,3,5,5,6,4,0,2,39,95,-50000
453,453,18,45,25,10,0,0,1,5,1,0,0,0,0,3,14,6,3,4,2,2,6,94,-50000
454,454,45,4,23,7,0,1,3,0,0,0,0,0,0,2,32,7,3,4,0,2,52,94,-50000
455,455,50,24,25,7,0,1,3,5,0,0,0,1902,0,2,3,4,5,4,0,2,52,94, 50000+.
456,456,35,0,0,10,0,6,1,5,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
457,457,34,0,0,6,0,1,0,3,0,0,0,0,0,2,32,7,1,1,0,2,26,94,-50000
458,458,35,42,13,7,0,1,1,5,1,0,0,0,0,2,32,7,3,4,0,2,52,94,-50000
459,459,32,0,0,4,0,1,3,5,0,0,0,0,2500,2,32,7,0,4,0,2,0,94,-50000
460,460,39,2,43,16,0,1,3,5,0,5,0,0,0,2,32,7,1,4,0,2,52,95,-50000
461,461,54,42,30,10,0,5,3,5,1,0,0,0,0,1,3,4,3,4,0,2,52,94,-50000
462,462,90,0,0,7,0,4,3,5,0,0,0,0,32000,3,1,4,0,4,0,2,0,94, 50000+.
463,463,53,43,26,7,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,40,94,-50000
464,464,57,0,0,12,0,1,3,5,1,4,0,0,1350,2,3,4,0,4,0,2,0,95,-50000
465,465,15,0,0,15,0,0,3,5,1,4,0,2704,0,3,22,0,1,4,0,2,28,95,-50000
466,466,71,0,0,7,0,1,3,5,1,4,0,0,441,0,3,4,0,4,0,2,0,95,-50000
467,467,52,43,26,10,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
468,468,45,29,24,10,0,1,1,5,0,1,0,0,0,2,32,7,1,4,0,2,52,95,-50000
469,469,37,41,2,1,0,1,3,1,0,5,0,0,0,2,32,7,4,1,0,2,52,95,-50000
470,470,33,4,33,16,274,1,3,5,1,5,0,0,0,2,3,4,2,4,0,2,52,95,-50000
471,471,60,22,37,10,0,1,3,5,0,5,0,0,0,2,32,7,4,4,0,2,49,95,-50000
472,472,63,25,14,10,0,1,3,5,1,7,0,0,0,2,3,4,0,4,0,2,0,95,-50000
473,473,58,34,11,4,0,1,3,5,1,5,99999,0,2850,2,3,4,5,4,0,2,52,95, 50000+.
474,474,75,0,0,15,0,4,3,5,0,4,0,0,0,3,3,4,0,4,0,2,0,95,-50000
475,475,26,0,0,5,0,1,3,7,0,4,0,0,0,2,8,5,0,2,0,2,0,95,-50000
476,476,19,33,19,10,0,0,3,3,0,5,0,0,0,3,14,6,5,1,0,2,28,95,-50000
477,477,30,4,2,1,0,0,3,5,1,5,0,0,6,3,1,4,1,4,0,2,52,95,-50000
478,478,53,4,34,14,0,1,3,5,1,5,0,0,0,2,3,4,1,4,0,2,45,95,-50000
479,479,24,12,37,10,85,0,3,5,0,5,0,0,0,3,16,3,1,4,0,2,52,95, 50000+.
480,480,58,42,7,4,0,1,4,5,1,5,0,0,2388,2,3,4,1,3,0,2,52,95, 50000+.
481,481,18,0,0,9,0,0,1,5,0,4,0,0,0,5,14,6,0,4,0,2,0,95,-50000
482,482,34,33,19,7,0,1,3,5,0,0,0,0,0,5,25,5,1,4,0,2,52,94,-50000
483,483,39,4,3,0,0,1,3,5,0,0,0,0,2,2,32,7,1,4,0,2,52,94,-50000
484,484,55,43,38,10,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,1,52,95,-50000
485,485,33,12,14,10,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,32,95,-50000
486,486,38,42,26,7,0,1,3,5,0,4,0,0,0,2,32,7,3,4,0,2,20,95,-50000
487,487,63,32,18,1,0,1,3,5,1,0,0,0,0,2,3,4,1,4,0,2,4,94, 50000+.
488,488,39,9,35,16,0,1,3,5,1,5,0,0,0,2,3,4,3,4,0,2,52,95,-50000
489,489,66,33,24,10,0,4,3,5,0,5,0,0,0,3,1,4,6,4,0,2,52,95,-50000
490,490,44,33,16,1,0,1,3,5,1,0,0,0,0,2,3,4,1,4,0,2,52,94,-50000
491,491,37,33,19,1,0,1,3,5,1,0,0,0,0,2,32,7,2,4,0,2,52,94,-50000
492,492,40,33,19,1,0,3,3,5,1,0,0,0,120,3,16,3,4,4,1,2,52,94, 50000+.
493,493,51,7,35,0,584,1,3,5,1,5,0,0,25,2,3,4,6,4,0,2,52,95,-50000
494,494,45,29,32,7,0,1,1,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
495,495,74,0,0,14,0,1,3,5,1,4,0,0,0,5,32,7,0,4,0,2,0,95,-50000
496,496,48,33,16,10,0,1,3,5,0,0,0,0,0,2,32,7,1,4,0,2,52,94,-50000
497,497,52,13,2,1,0,1,3,5,1,2,0,0,1000,2,3,4,6,4,0,2,52,95, 50000+.
498,498,25,1,44,9,0,0,3,1,1,5,0,0,0,3,16,3,1,1,0,2,52,95,-50000
499,499,24,49,29,10,0,0,3,5,1,0,0,0,0,3,14,6,6,4,2,2,24,94,-50000
500,500,34,39,3,7,103,2,3,5,0,0,0,0,0,2,32,7,3,4,0,2,28,94,-50000
501,501,16,0,0,14,0,0,3,0,0,4,0,0,0,5,22,0,5,4,0,2,6,95,-50000
502,502,83,0,0,10,0,1,3,5,1,4,0,0,4000,0,3,4,0,4,0,2,0,95,-50000
503,503,41,33,19,10,0,1,4,5,0,5,0,0,400,2,32,7,6,1,0,2,52,95,-50000
504,504,33,3,14,12,0,1,3,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
505,505,66,0,0,10,0,5,1,5,1,0,0,0,4800,3,1,4,6,4,0,2,32,94, 50000+.
506,506,18,44,32,2,0,0,3,5,0,5,0,1602,0,3,14,6,2,4,0,2,52,95,-50000
507,507,26,35,26,10,0,0,3,5,0,0,0,0,0,3,1,4,4,4,0,2,52,94,-50000
508,508,48,44,32,10,0,1,3,5,0,5,0,0,0,2,32,7,1,4,0,2,36,95,-50000
509,509,47,3,2,10,0,1,3,5,1,5,15024,0,100,2,3,4,6,4,0,2,52,95, 50000+.
510,510,31,8,35,1,0,1,3,5,1,0,0,0,0,2,3,4,6,4,0,2,52,94,-50000
511,511,6,0,0,3,0,0,3,1,0,0,0,0,0,5,18,5,0,4,0,0,0,95,-50000
512,512,46,48,3,1,0,1,3,5,1,0,7688,0,0,2,3,4,3,4,0,2,52,94, 50000+.
513,513,27,44,32,7,0,0,3,5,0,0,0,0,0,5,26,5,0,4,0,2,0,94,-50000
514,514,33,33,19,10,0,0,3,5,1,2,27828,0,0,3,1,4,1,4,1,2,52,95, 50000+.
515,515,17,33,31,6,0,0,3,5,1,7,0,0,0,5,22,0,6,4,0,2,6,95,-50000
516,516,25,41,8,1,675,0,3,5,0,0,0,1876,0,3,1,4,6,4,0,2,52,94,-50000
517,517,34,45,14,10,307,0,1,5,1,0,0,0,0,3,14,6,3,4,0,2,52,94,-50000
518,518,4,0,0,3,0,0,3,5,1,0,0,0,0,5,18,5,0,4,0,0,0,94,-50000
519,519,36,31,19,16,0,5,3,1,0,0,0,0,0,1,3,4,6,4,0,2,52,94,-50000
520,520,25,3,28,10,0,1,3,5,1,0,0,0,0,2,3,4,6,4,2,2,52,94,-50000
521,521,46,33,2,7,0,5,3,5,0,5,0,0,0,3,3,4,4,4,0,2,52,95, 50000+.
522,522,79,0,0,10,0,1,3,5,1,4,0,2489,0,0,3,4,0,4,0,2,0,95,-50000
523,523,38,29,15,7,0,0,3,5,1,7,0,0,0,5,14,6,6,4,0,2,2,95,-50000
